annual_income,emp_length,loan_dollar_amount,monthly_term,purpose,home_ownership,debt_to_income_ratio,monthly_installment,int_rate,total_accounts,total_payment,loan_status,grade,sub_grade
35000,1 year,6000,60,car,rent,0.0504,146.94,0.1632,11,8816,Fully Paid,D,D5
38760,4 years,14000,60,car,rent,0.1061,342.84,0.1632,7,20570,Fully Paid,D,D5
9600,4 years,2950,36,car,rent,0.1324,105.9,0.1749,4,1375,Charged Off,D,D5
14400,1 year,4000,60,car,rent,0.0837,100.47,0.1749,7,5425,Charged Off,D,D5
14400,2 years,5000,60,car,own,0.1047,125.59,0.1749,5,5145,Fully Paid,D,D5
36360,1 year,13000,60,car,rent,0.1078,326.52,0.1749,20,17973,Fully Paid,D,D5
24000,2 years,5500,60,car,rent,0.0691,138.15,0.1749,7,7990,Fully Paid,D,D5
35000,< 1 year,2300,60,car,own,0.0198,57.77,0.1749,21,2130,Charged Off,D,D5
28800,3 years,5000,60,car,rent,0.0523,125.59,0.1749,15,6546,Charged Off,D,D5
204000,9 years,12800,60,car,mortgage,0.0189,321.5,0.1749,56,17948,Fully Paid,D,D5
45600,< 1 year,8400,60,car,own,0.0564,214.45,0.1825,6,7953,Charged Off,D,D5
66000,1 year,4800,60,car,rent,0.0223,122.55,0.1825,23,3308,Charged Off,D,D5
72000,10+ years,5000,36,car,mortgage,0.0285,170.72,0.1393,44,6146,Fully Paid,E,E1
60000,6 years,10500,36,car,mortgage,0.0735,367.52,0.1568,19,13152,Fully Paid,E,E1
140000,2 years,6000,60,car,mortgage,0.0125,145.75,0.1595,22,8688,Fully Paid,E,E1
30000,3 years,4700,60,car,rent,0.0457,114.18,0.1595,8,6076,Fully Paid,E,E1
25000,5 years,3200,60,car,own,0.0377,78.5,0.164,7,4135,Fully Paid,E,E1
43596,4 years,4200,60,car,rent,0.0284,103.04,0.164,9,2236,Charged Off,E,E1
43920,< 1 year,6000,60,car,mortgage,0.0402,147.19,0.164,20,8832,Fully Paid,E,E1
48000,5 years,12325,60,car,own,0.0756,302.35,0.164,3,17786,Fully Paid,E,E1
12582,3 years,4950,60,car,own,0.1158,121.43,0.164,12,6771,Fully Paid,E,E1
78000,< 1 year,16000,60,car,rent,0.0604,392.5,0.164,19,16219,Fully Paid,E,E1
70200,9 years,18000,36,car,rent,0.1089,636.8,0.1645,13,22925,Fully Paid,E,E1
19632,< 1 year,4000,60,car,own,0.0600,98.24,0.1645,10,4422,Fully Paid,E,E1
61543,2 years,5000,60,car,rent,0.0239,122.79,0.1645,11,7244,Fully Paid,E,E1
31200,1 year,3600,60,car,rent,0.0340,88.41,0.1645,8,5095,Fully Paid,E,E1
33000,1 year,7000,60,car,rent,0.0625,171.91,0.1645,12,10314,Fully Paid,E,E1
49920,6 years,6700,60,car,rent,0.0396,164.54,0.1645,18,9872,Fully Paid,E,E1
33600,4 years,6000,60,car,rent,0.0526,147.35,0.1645,11,8535,Fully Paid,E,E1
90000,6 years,10000,60,car,mortgage,0.0327,245.58,0.1645,34,14735,Fully Paid,E,E1
41496,4 years,7200,36,car,own,0.0753,260.27,0.1799,8,9369,Fully Paid,E,E1
50220,10+ years,4000,60,car,mortgage,0.0243,101.56,0.1799,22,4294,Fully Paid,E,E1
119153,10+ years,4000,60,car,mortgage,0.0102,101.56,0.1799,22,5900,Fully Paid,E,E1
51600,10+ years,10000,60,car,rent,0.0590,253.88,0.1799,14,11559,Fully Paid,E,E1
62000,3 years,6400,60,car,mortgage,0.0314,162.49,0.1799,27,9245,Fully Paid,E,E1
49200,2 years,6500,60,car,rent,0.0403,165.03,0.1799,30,9385,Current,E,E1
48000,9 years,3000,36,car,rent,0.0274,109.43,0.1864,4,3939,Fully Paid,E,E1
4800,< 1 year,2400,36,car,rent,0.2110,84.38,0.16,5,2970,Fully Paid,E,E2
47998,< 1 year,5000,36,car,rent,0.0439,175.79,0.16,5,5492,Fully Paid,E,E2
15600,3 years,4000,36,car,rent,0.1087,141.27,0.1632,8,5086,Fully Paid,E,E2
24000,< 1 year,3500,60,car,rent,0.0433,86.56,0.1677,5,4984,Fully Paid,E,E2
32000,< 1 year,2000,60,car,rent,0.0185,49.46,0.1677,8,2967,Fully Paid,E,E2
42000,4 years,7200,60,car,rent,0.0509,178.05,0.1677,12,10376,Fully Paid,E,E2
45000,1 year,5000,60,car,mortgage,0.0330,123.78,0.1682,14,3648,Charged Off,E,E2
25200,< 1 year,4800,60,car,rent,0.0566,118.83,0.1682,10,7157,Fully Paid,E,E2
24000,2 years,8000,60,car,rent,0.1024,204.85,0.1839,7,11960,Fully Paid,E,E2
27600,5 years,10400,60,car,rent,0.1174,269.96,0.1903,15,4543,Charged Off,E,E2
144000,10+ years,5000,36,car,rent,0.0147,176.57,0.1632,15,6356,Fully Paid,E,E3
28800,6 years,8000,60,car,rent,0.0823,197.49,0.1669,5,11849,Fully Paid,E,E3
48000,7 years,7500,36,car,rent,0.0669,267.56,0.1704,4,9262,Fully Paid,E,E3
125000,3 years,24000,36,car,rent,0.0823,857.34,0.1714,3,28541,Fully Paid,E,E3
36000,10+ years,5000,60,car,mortgage,0.0415,124.64,0.1714,5,7091,Fully Paid,E,E3
36000,2 years,6000,60,car,rent,0.0499,149.57,0.1714,9,8405,Fully Paid,E,E3
53000,3 years,16200,60,car,rent,0.0914,403.84,0.1714,13,14845,Charged Off,E,E3
124800,4 years,15000,60,car,mortgage,0.0360,373.92,0.1714,23,21903,Fully Paid,E,E3
30000,2 years,5200,36,car,rent,0.0744,185.89,0.1719,27,6692,Fully Paid,E,E3
12000,< 1 year,2400,60,car,rent,0.0599,59.9,0.1719,5,3477,Fully Paid,E,E3
22800,2 years,4550,60,car,rent,0.0598,113.55,0.1719,15,6725,Fully Paid,E,E3
62400,5 years,11000,60,car,rent,0.0554,287.9,0.1942,31,15807,Current,E,E3
58000,5 years,6000,60,car,rent,0.0312,150.77,0.1751,47,6785,Charged Off,E,E4
88000,7 years,21600,60,car,rent,0.0740,542.76,0.1751,24,28049,Charged Off,E,E4
48000,< 1 year,5000,60,car,mortgage,0.0314,125.78,0.1756,6,7261,Fully Paid,E,E4
40000,4 years,1500,60,car,own,0.0113,37.74,0.1756,8,2279,Fully Paid,E,E4
64500,4 years,12000,60,car,mortgage,0.0583,313.21,0.1929,12,18318,Fully Paid,E,E4
18000,4 years,4750,60,car,rent,0.0794,119.16,0.1743,16,5703,Fully Paid,E,E5
57000,2 years,20400,36,car,own,0.1547,734.83,0.1774,6,20830,Charged Off,E,E5
140000,4 years,18000,60,car,rent,0.0391,455.91,0.1788,20,27354,Fully Paid,E,E5
96000,8 years,10000,60,car,mortgage,0.0329,263.22,0.1969,23,15229,Fully Paid,E,E5
22800,3 years,3000,60,car,rent,0.0403,76.59,0.1825,11,3669,Fully Paid,F,F1
67200,3 years,12000,60,car,rent,0.0547,306.36,0.1825,17,3375,Charged Off,F,F1
14400,3 years,2500,36,car,rent,0.0756,90.76,0.183,3,3267,Fully Paid,F,F1
60000,1 year,8500,60,car,mortgage,0.0434,217.24,0.183,10,8921,Charged Off,F,F1
40000,3 years,4600,60,car,rent,0.0368,122.52,0.2025,7,5994,Fully Paid,F,F1
100000,10+ years,32000,60,car,own,0.1036,863.73,0.2089,24,45754,Current,F,F1
57000,3 years,7500,60,car,mortgage,0.0407,193.2,0.1867,5,1738,Charged Off,F,F2
24000,6 years,6000,60,car,rent,0.0773,154.56,0.1867,6,3699,Charged Off,F,F2
85000,10+ years,30000,60,car,mortgage,0.1137,805.21,0.2062,28,44764,Fully Paid,F,F2
12000,6 years,2300,60,car,rent,0.0597,59.66,0.1899,8,2865,Fully Paid,F,F3
87192,1 year,12000,60,car,mortgage,0.0428,311.23,0.1899,15,16175,Fully Paid,F,F3
71800,3 years,15000,60,car,mortgage,0.0659,394.58,0.1966,16,23674,Fully Paid,G,G1
105000,< 1 year,4800,60,car,rent,0.0154,134.91,0.2285,12,4867,Charged Off,G,G3
8000,< 1 year,5400,36,educational,rent,0.2529,168.6,0.0775,4,6069,Fully Paid,A,A3
13500,< 1 year,3500,36,educational,rent,0.1003,112.87,0.0996,16,3942,Fully Paid,B,B5
19000,2 years,6000,36,educational,rent,0.1233,195.27,0.1059,7,7030,Fully Paid,C,C2
25368,< 1 year,10000,36,educational,rent,0.1556,329,0.1134,3,6799,Charged Off,C,C2
12000,3 years,900,36,educational,rent,0.0292,29.16,0.1028,4,987,Charged Off,C,C1
29120,< 1 year,3000,36,educational,rent,0.0414,100.35,0.1249,5,3598,Charged Off,D,D3
41050,10+ years,8000,36,educational,mortgage,0.0736,251.88,0.0832,28,3022,Charged Off,A,A4
30000,4 years,5000,36,educational,mortgage,0.0663,165.82,0.1189,7,3937,Charged Off,B,B4
109000,4 years,14000,36,educational,mortgage,0.0508,461.56,0.1148,33,2303,Charged Off,B,B2
69508,10+ years,2500,36,educational,mortgage,0.0142,82.02,0.1114,34,1804,Charged Off,B,B4
12000,5 years,3250,36,educational,mortgage,0.1138,113.76,0.1568,5,2019,Charged Off,E,E1
70000,< 1 year,15000,36,educational,own,0.0856,499.5,0.1218,8,14383,Charged Off,B,B4
12996,2 years,3500,36,educational,rent,0.1022,110.64,0.0859,12,1224,Charged Off,A,A4
51000,2 years,20000,36,educational,rent,0.1575,669.33,0.1253,15,6764,Charged Off,B,B5
36000,< 1 year,3000,36,educational,rent,0.0323,96.92,0.1008,15,678,Charged Off,B,B3
38004,4 years,6000,36,educational,rent,0.0623,197.18,0.1126,11,3710,Charged Off,B,B2
87000,4 years,8400,36,educational,rent,0.0380,275.57,0.1114,31,4340,Charged Off,B,B4
26000,1 year,2400,36,educational,rent,0.0366,79.24,0.1158,9,2397,Charged Off,B,B3
10800,1 year,1500,36,educational,rent,0.0550,49.46,0.1148,4,307,Charged Off,B,B2
54288,3 years,15350,36,educational,rent,0.1130,511.16,0.1218,27,10311,Charged Off,B,B4
26000,2 years,1325,36,educational,rent,0.0206,44.57,0.1287,12,103,Charged Off,C,C1
25200,< 1 year,6000,36,educational,rent,0.0966,202.83,0.1323,7,662,Charged Off,C,C1
13000,< 1 year,8000,36,educational,rent,0.2483,268.95,0.1284,5,5233,Charged Off,C,C2
22000,< 1 year,5550,36,educational,rent,0.1011,185.43,0.1241,14,1955,Charged Off,C,C3
235000,4 years,12000,36,educational,rent,0.0212,415.76,0.1496,12,12608,Charged Off,D,D2
54996,1 year,4000,36,educational,rent,0.0301,137.91,0.1461,9,4716,Charged Off,D,D1
102000,10+ years,10000,36,educational,rent,0.0398,338.1,0.1324,14,1106,Charged Off,D,D3
57000,2 years,5000,36,educational,rent,0.0364,172.69,0.1474,13,2092,Charged Off,D,D3
15000,3 years,4800,36,educational,rent,0.1368,171.01,0.1695,4,5708,Charged Off,E,E5
44000,3 years,3000,36,educational,rent,0.0294,107.8,0.1756,11,1519,Charged Off,E,E4
23587,4 years,2000,36,educational,rent,0.0337,66.33,0.1189,14,1658,Charged Off,B,B4
45000,< 1 year,7500,36,educational,rent,0.0640,240.08,0.0945,19,3161,Charged Off,B,B1
52000,7 years,5000,36,educational,mortgage,0.0360,156.11,0.0775,24,5418,Fully Paid,A,A3
41000,10+ years,18000,36,educational,mortgage,0.1676,572.48,0.0901,33,20609,Fully Paid,B,B2
18000,1 year,3000,36,educational,own,0.0645,96.75,0.0996,9,3529,Fully Paid,B,B5
65000,< 1 year,1450,36,educational,own,0.0086,46.63,0.0976,39,1672,Fully Paid,B,B2
40000,< 1 year,4000,36,educational,rent,0.0373,124.31,0.0743,4,4474,Fully Paid,A,A2
20000,1 year,12000,36,educational,rent,0.2259,376.43,0.0807,5,13462,Fully Paid,A,A4
12000,1 year,9325,36,educational,rent,0.2939,293.85,0.0838,7,10579,Fully Paid,A,A5
30000,< 1 year,10000,36,educational,rent,0.1260,315.12,0.0838,2,11122,Fully Paid,A,A5
70000,2 years,10000,36,educational,rent,0.0549,320.1,0.0945,8,11466,Fully Paid,B,B1
60000,< 1 year,18000,36,educational,rent,0.1150,575.17,0.0933,22,20706,Fully Paid,B,B3
42765,9 years,18000,36,educational,rent,0.1654,589.56,0.1103,9,21275,Fully Paid,C,C1
95000,5 years,6400,36,educational,rent,0.0267,211.17,0.1154,11,7776,Fully Paid,C,C5
20000,1 year,1500,36,educational,mortgage,0.0281,46.83,0.0774,9,1686,Fully Paid,A,A3
65000,10+ years,1500,36,educational,mortgage,0.0088,47.93,0.0932,10,1604,Fully Paid,A,A4
30000,10+ years,8000,36,educational,mortgage,0.1022,255.58,0.0932,6,9232,Fully Paid,A,A4
88500,10+ years,10000,36,educational,mortgage,0.0429,316.11,0.0859,31,11334,Fully Paid,A,A4
72000,10+ years,15000,36,educational,mortgage,0.0794,476.58,0.0894,18,17157,Fully Paid,A,A5
42000,10+ years,5000,36,educational,mortgage,0.0454,158.86,0.0894,17,5719,Fully Paid,A,A5
24000,2 years,1500,36,educational,mortgage,0.0241,48.15,0.0963,8,1748,Fully Paid,A,A5
36000,3 years,7800,36,educational,mortgage,0.0804,241.33,0.0714,14,8689,Fully Paid,A,A3
41000,5 years,6000,36,educational,mortgage,0.0561,191.69,0.0932,25,6900,Fully Paid,A,A4
40000,6 years,10000,36,educational,mortgage,0.0958,319.47,0.0932,20,11501,Fully Paid,A,A4
75000,6 years,6000,36,educational,mortgage,0.0299,186.67,0.0751,23,6720,Fully Paid,A,A4
101000,7 years,6000,36,educational,mortgage,0.0224,188.91,0.0832,24,6801,Fully Paid,A,A4
100000,7 years,7500,36,educational,mortgage,0.0230,191.27,0.0832,38,6540,Fully Paid,A,A4
49896,8 years,2800,36,educational,mortgage,0.0209,86.97,0.074,19,3020,Fully Paid,A,A2
52000,8 years,5000,36,educational,mortgage,0.0254,110.2,0.0832,27,3903,Fully Paid,A,A4
32500,< 1 year,3500,36,educational,mortgage,0.0409,110.64,0.0859,9,3914,Fully Paid,A,A4
62000,10+ years,7500,36,educational,mortgage,0.0459,237.08,0.0859,16,7709,Fully Paid,A,A4
103000,10+ years,12600,36,educational,mortgage,0.0469,402.53,0.0932,59,12937,Fully Paid,A,A4
425000,10+ years,10000,36,educational,mortgage,0.0088,312.81,0.0788,34,10912,Fully Paid,A,A5
80000,4 years,6000,36,educational,mortgage,0.0281,187.32,0.0774,15,6533,Fully Paid,A,A3
30000,4 years,9000,36,educational,mortgage,0.1120,280,0.0751,13,9929,Fully Paid,A,A4
60000,9 years,5000,36,educational,mortgage,0.0313,156.41,0.0788,37,5462,Fully Paid,A,A5
110000,10+ years,5000,36,educational,mortgage,0.0175,160.48,0.0963,35,5777,Fully Paid,A,A5
30000,2 years,1000,36,educational,mortgage,0.0125,31.34,0.08,15,1128,Fully Paid,A,A3
120000,2 years,12000,36,educational,mortgage,0.0373,373.33,0.0751,36,13096,Fully Paid,A,A4
52000,3 years,3500,36,educational,mortgage,0.0249,107.7,0.0676,34,3689,Fully Paid,A,A2
106000,3 years,10000,36,educational,mortgage,0.0354,312.81,0.0788,30,10583,Fully Paid,A,A5
24000,10+ years,5000,36,educational,mortgage,0.0799,159.74,0.0932,16,5813,Fully Paid,A,A4
191000,1 year,10000,36,educational,mortgage,0.0210,334.67,0.1253,54,11608,Fully Paid,B,B5
33600,3 years,12000,36,educational,mortgage,0.1420,397.61,0.1183,20,14302,Fully Paid,B,B3
56000,5 years,1500,36,educational,mortgage,0.0105,48.77,0.1051,26,1750,Fully Paid,B,B2
97000,6 years,5500,36,educational,mortgage,0.0227,183.15,0.1218,42,6593,Fully Paid,B,B4
100000,< 1 year,20000,36,educational,mortgage,0.0795,662.68,0.1183,26,20198,Fully Paid,B,B3
154000,5 years,12400,36,educational,mortgage,0.0320,410.87,0.1183,24,14183,Fully Paid,B,B3
20004,4 years,3600,36,educational,mortgage,0.0712,118.69,0.1148,5,3771,Fully Paid,B,B2
40000,3 years,12000,36,educational,mortgage,0.1160,386.53,0.0988,13,13916,Fully Paid,B,B1
98000,3 years,25000,36,educational,mortgage,0.1014,828.35,0.1183,26,27007,Fully Paid,B,B3
45000,1 year,3800,36,educational,mortgage,0.0342,128.33,0.1316,20,4620,Fully Paid,C,C3
108000,1 year,18000,36,educational,mortgage,0.0669,602.4,0.1253,25,21686,Fully Paid,C,C1
70400,6 years,15000,36,educational,mortgage,0.0860,504.27,0.1284,38,15318,Fully Paid,C,C2
75000,10+ years,5000,36,educational,mortgage,0.0273,170.38,0.1379,58,6049,Fully Paid,C,C5
33600,10+ years,3000,36,educational,mortgage,0.0364,101.78,0.1348,41,3664,Fully Paid,C,C3
120000,3 years,6250,36,educational,mortgage,0.0209,209.17,0.1253,40,6315,Fully Paid,C,C1
60000,10+ years,1600,36,educational,mortgage,0.0106,52.89,0.1166,34,1824,Fully Paid,C,C3
33000,3 years,4000,36,educational,mortgage,0.0490,134.86,0.1304,23,4855,Fully Paid,C,C5
30000,< 1 year,4000,36,educational,mortgage,0.0540,135.09,0.1316,25,4467,Fully Paid,C,C3
75000,10+ years,4000,36,educational,mortgage,0.0219,136.92,0.1411,35,4929,Fully Paid,D,D1
62400,5 years,10000,36,educational,mortgage,0.0663,344.76,0.1461,23,10360,Fully Paid,D,D1
65000,10+ years,10000,36,educational,mortgage,0.0643,348.29,0.1533,21,10942,Fully Paid,D,D3
24000,4 years,5100,36,educational,mortgage,0.0884,176.7,0.1496,9,6361,Fully Paid,D,D2
69000,10+ years,7800,36,educational,mortgage,0.0453,260.61,0.1241,14,9382,Fully Paid,C,C3
50000,3 years,5000,36,educational,own,0.0381,158.86,0.0894,16,5272,Fully Paid,A,A5
55000,< 1 year,1000,36,educational,own,0.0069,31.62,0.0859,63,1007,Fully Paid,A,A4
67000,10+ years,3600,36,educational,own,0.0201,112,0.0751,16,3808,Fully Paid,A,A4
25200,3 years,1000,36,educational,own,0.0157,32.97,0.1148,9,1187,Fully Paid,B,B2
75000,10+ years,5600,36,educational,own,0.0292,182.34,0.1062,21,6551,Fully Paid,B,B3
53000,7 years,2250,36,educational,own,0.0166,73.26,0.1062,7,2652,Fully Paid,B,B3
24000,2 years,6000,36,educational,own,0.1004,200.8,0.1253,12,6820,Fully Paid,C,C1
34800,4 years,7350,36,educational,own,0.0869,251.99,0.1422,4,9072,Fully Paid,C,C5
17916,1 year,3000,36,educational,rent,0.0611,91.27,0.06,6,3441,Fully Paid,A,A4
88000,10+ years,3000,36,educational,rent,0.0127,93.18,0.074,13,3279,Fully Paid,A,A2
86000,2 years,5000,36,educational,rent,0.0219,156.69,0.08,14,5585,Fully Paid,A,A3
40000,2 years,12000,36,educational,rent,0.1126,375.37,0.0788,9,13514,Fully Paid,A,A5
17004,4 years,3500,36,educational,rent,0.0770,109.17,0.0768,8,3930,Fully Paid,A,A2
14000,4 years,3000,36,educational,rent,0.0803,93.66,0.0774,7,3357,Fully Paid,A,A3
77300,4 years,3350,36,educational,rent,0.0167,107.52,0.0963,24,3611,Fully Paid,A,A5
38000,5 years,7000,36,educational,rent,0.0688,217.77,0.0751,20,7840,Fully Paid,A,A4
40000,5 years,6000,36,educational,rent,0.0572,190.63,0.0894,46,6230,Fully Paid,A,A5
69000,7 years,6200,36,educational,rent,0.0337,193.94,0.0788,20,6970,Fully Paid,A,A5
30000,< 1 year,5000,36,educational,rent,0.0624,156.1,0.0774,16,5620,Fully Paid,A,A3
30000,< 1 year,12000,36,educational,rent,0.1533,383.37,0.0932,17,13030,Fully Paid,A,A4
95000,< 1 year,2400,36,educational,rent,0.0095,75.08,0.0788,17,2613,Fully Paid,A,A5
40800,1 year,10400,36,educational,rent,0.0977,332.25,0.0932,15,11832,Fully Paid,A,A4
18200,10+ years,4500,36,educational,rent,0.0943,142.98,0.0894,6,5136,Fully Paid,A,A5
63000,2 years,5000,36,educational,rent,0.0297,156.1,0.0774,10,5619,Fully Paid,A,A3
29000,2 years,1000,36,educational,rent,0.0129,31.22,0.0774,16,1047,Fully Paid,A,A3
85000,3 years,10000,36,educational,rent,0.0451,319.47,0.0932,23,10858,Fully Paid,A,A4
105000,6 years,7000,36,educational,rent,0.0250,218.54,0.0774,19,7868,Fully Paid,A,A3
16800,8 years,5000,36,educational,rent,0.1135,158.86,0.0894,13,5231,Fully Paid,A,A5
44000,< 1 year,7500,36,educational,rent,0.0644,236.14,0.0832,8,8142,Fully Paid,A,A4
82500,3 years,2575,36,educational,rent,0.0115,79.24,0.0676,29,2828,Fully Paid,A,A2
45000,9 years,10000,36,educational,rent,0.0830,311.1,0.0751,38,11114,Fully Paid,A,A4
8000,< 1 year,4000,36,educational,rent,0.1897,126.45,0.0859,22,4575,Fully Paid,A,A4
48000,2 years,10700,36,educational,rent,0.0859,343.41,0.0963,24,12383,Fully Paid,A,A5
70000,6 years,7000,36,educational,rent,0.0375,218.54,0.0774,35,7175,Fully Paid,A,A3
30000,1 year,5000,36,educational,rent,0.0656,164.02,0.1114,4,5905,Fully Paid,B,B1
8000,1 year,4750,36,educational,rent,0.2337,155.78,0.1112,6,5608,Fully Paid,B,B3
26500,1 year,3000,36,educational,rent,0.0442,97.68,0.1062,5,3517,Fully Paid,B,B3
13000,1 year,1200,36,educational,rent,0.0367,39.8,0.1189,7,1348,Fully Paid,B,B4
10000,1 year,2100,36,educational,rent,0.0840,69.97,0.1221,4,2519,Fully Paid,B,B5
27000,10+ years,4000,36,educational,rent,0.0580,130.49,0.1075,5,4698,Fully Paid,B,B2
35040,10+ years,2000,36,educational,rent,0.0224,65.48,0.1099,23,2260,Fully Paid,B,B4
94000,10+ years,3500,36,educational,rent,0.0147,115.4,0.1149,24,4172,Fully Paid,B,B4
38500,2 years,7000,36,educational,rent,0.0716,229.63,0.1114,9,7464,Fully Paid,B,B1
42000,2 years,2000,36,educational,rent,0.0187,65.61,0.1114,42,2193,Fully Paid,B,B1
31200,2 years,1200,36,educational,rent,0.0154,39.98,0.1221,17,1224,Fully Paid,B,B5
40000,2 years,5000,36,educational,rent,0.0502,167.34,0.1253,18,6024,Fully Paid,B,B5
61500,3 years,8000,36,educational,rent,0.0515,263.75,0.1148,27,9407,Fully Paid,B,B2
19200,5 years,8500,36,educational,rent,0.1752,280.24,0.1148,6,10088,Fully Paid,B,B2
71015.04,8 years,5000,36,educational,rent,0.0277,164.02,0.1114,7,5808,Fully Paid,B,B1
30000,< 1 year,1600,36,educational,rent,0.0207,51.82,0.1025,4,1855,Fully Paid,B,B2
20000,< 1 year,7500,36,educational,rent,0.1447,241.16,0.0976,13,8682,Fully Paid,B,B2
85757,< 1 year,7800,36,educational,rent,0.0362,258.45,0.1183,39,9181,Fully Paid,B,B3
18000,< 1 year,1200,36,educational,rent,0.0265,39.8,0.1189,8,1433,Fully Paid,B,B4
24000,< 1 year,2100,36,educational,rent,0.0350,69.97,0.1221,18,2122,Fully Paid,B,B5
70000,< 1 year,13000,36,educational,rent,0.0742,432.9,0.1218,15,15022,Fully Paid,B,B4
55000,1 year,7500,36,educational,rent,0.0548,251,0.1253,18,8945,Fully Paid,B,B5
50000,4 years,5600,36,educational,rent,0.0442,184.31,0.1136,27,6635,Fully Paid,B,B5
14000,< 1 year,2400,36,educational,rent,0.0666,77.67,0.102,6,2761,Fully Paid,B,B1
24000,< 1 year,1800,36,educational,rent,0.0296,59.16,0.1126,8,2031,Fully Paid,B,B2
110000,< 1 year,3600,36,educational,rent,0.0128,117.37,0.1071,28,4216,Fully Paid,B,B5
18204,2 years,2500,36,educational,rent,0.0547,82.91,0.1189,16,3000,Fully Paid,B,B4
28500,1 year,1500,36,educational,rent,0.0209,49.75,0.1189,20,1791,Fully Paid,B,B4
33600,3 years,10000,36,educational,rent,0.1157,323.85,0.1025,6,10991,Fully Paid,B,B2
7200,< 1 year,1000,36,educational,rent,0.0547,32.81,0.1114,7,1009,Fully Paid,B,B1
24000,< 1 year,2800,36,educational,rent,0.0458,91.6,0.1095,18,3298,Fully Paid,B,B1
64500,< 1 year,5000,36,educational,rent,0.0306,164.32,0.1126,10,5418,Fully Paid,B,B2
30000,< 1 year,1925,36,educational,rent,0.0256,64.11,0.1218,15,2304,Fully Paid,B,B4
10000,< 1 year,7000,36,educational,rent,0.2799,233.21,0.1221,12,8381,Fully Paid,B,B5
120000,10+ years,6000,36,educational,rent,0.0193,193.27,0.0988,21,6958,Fully Paid,B,B1
36000,1 year,6000,36,educational,rent,0.0676,202.81,0.1322,3,7301,Fully Paid,C,C2
37500,2 years,1600,36,educational,rent,0.0168,52.41,0.1103,15,1887,Fully Paid,C,C1
20000,4 years,6800,36,educational,rent,0.1372,228.61,0.1284,12,8230,Fully Paid,C,C2
103000,4 years,16800,36,educational,rent,0.0660,566.92,0.1311,38,20410,Fully Paid,C,C2
37500,4 years,12000,36,educational,rent,0.1317,411.41,0.1422,23,14873,Fully Paid,C,C5
27000,5 years,4500,36,educational,rent,0.0675,151.86,0.1311,15,5482,Fully Paid,C,C2
75000,7 years,12000,36,educational,rent,0.0658,411.41,0.1422,12,14812,Fully Paid,C,C5
20000,< 1 year,8000,36,educational,rent,0.1604,267.29,0.1241,7,9546,Fully Paid,C,C3
24000,4 years,4000,36,educational,rent,0.0661,132.21,0.1166,8,4760,Fully Paid,C,C3
33048,2 years,1800,36,educational,rent,0.0219,60.24,0.1253,12,2184,Fully Paid,C,C1
14400,2 years,2500,36,educational,rent,0.0707,84.81,0.1347,15,3097,Fully Paid,C,C4
36000,4 years,10000,36,educational,rent,0.1131,339.25,0.1348,10,12029,Fully Paid,C,C3
17280,< 1 year,3000,36,educational,rent,0.0701,100.9,0.1287,15,3633,Fully Paid,C,C1
36500,< 1 year,6000,36,educational,rent,0.0670,203.94,0.1361,7,7308,Fully Paid,C,C2
60000,< 1 year,12000,36,educational,rent,0.0360,179.93,0.1222,25,5754,Fully Paid,C,C4
36000,2 years,3500,36,educational,rent,0.0390,117.14,0.1253,13,4217,Fully Paid,C,C1
68375,4 years,24250,36,educational,rent,0.1429,813.99,0.1273,35,27925,Fully Paid,C,C1
7200,< 1 year,2500,36,educational,rent,0.1406,84.37,0.1311,4,3037,Fully Paid,C,C2
4000,< 1 year,2000,36,educational,rent,0.2028,67.61,0.1322,6,2434,Fully Paid,C,C2
14000,< 1 year,1700,36,educational,rent,0.0492,57.41,0.1316,26,2067,Fully Paid,C,C3
24996,1 year,5000,36,educational,rent,0.0814,169.62,0.1347,8,5702,Fully Paid,C,C4
33280,2 years,10000,36,educational,rent,0.1207,334.67,0.1253,45,12037,Fully Paid,C,C1
28000,< 1 year,5000,36,educational,rent,0.0710,165.55,0.1178,12,5323,Fully Paid,C,C1
24000,1 year,2000,36,educational,rent,0.0345,68.96,0.1461,4,2482,Fully Paid,D,D1
76000,1 year,4200,36,educational,rent,0.0229,144.8,0.1461,19,5213,Fully Paid,D,D1
12000,1 year,3500,36,educational,rent,0.1225,122.46,0.1565,9,4408,Fully Paid,D,D4
48000,3 years,3200,36,educational,rent,0.0280,112.04,0.157,4,4029,Fully Paid,D,D4
19200,4 years,6250,36,educational,rent,0.1360,217.6,0.1531,12,7860,Fully Paid,D,D3
70000,< 1 year,7500,36,educational,rent,0.0399,232.63,0.1355,30,8148,Fully Paid,D,D4
47000,9 years,7000,36,educational,rent,0.0619,242.52,0.1496,16,8730,Fully Paid,D,D2
19200,5 years,5875,36,educational,rent,0.1257,201.1,0.1411,38,7238,Fully Paid,D,D1
42000,4 years,6000,36,educational,rent,0.0603,211.17,0.1607,29,7287,Fully Paid,D,D5
15000,< 1 year,1000,36,educational,rent,0.0275,34.33,0.143,27,1251,Fully Paid,D,D4
4200,3 years,2750,36,educational,rent,0.2799,97.98,0.1695,6,3527,Fully Paid,E,E5
37000,5 years,3700,36,educational,rent,0.0424,130.66,0.1632,17,4736,Fully Paid,E,E3
55008,6 years,10000,36,educational,rent,0.0755,346.32,0.1493,16,12463,Fully Paid,E,E1
